customer_id,churn,tenure,city_tier,warehouse_to_home,gender,hour_spend_on_app,number_of_device_registered,satisfaction_score,marital_status,number_of_address,complain,order_amount_hike_fromlast_year,coupon_used,order_count,day_since_last_order,cashback_amount,preferred_login_device,preferred_payment_mode,prefered_order_cat
50054,0.0,19.0,3.0,6.0,Female,3.0,3.0,5.0,Married,2.0,0.0,25.0,4.0,15.0,7.0,204.53,Mobile Phone,E wallet,Grocery
50055,0.0,6.777608894338515,1.0,15.0,Female,3.0,3.0,2.0,Single,2.0,0.0,12.0,1.0,2.0,1.0,122.88,Phone,Debit Card,Mobile
50056,0.0,4.0,1.0,18.0,Female,3.0,3.0,2.0,Divorced,9.0,1.0,23.0,1.0,1.0,2.0,139.29,Phone,Credit Card,Mobile Phone
50057,0.0,6.853224975599831,1.0,33.0,Female,3.0,3.0,4.0,Single,3.0,0.0,15.0,1.0,1.0,2.0,123.11,Phone,COD,Mobile
50058,1.0,4.0,3.0,26.0,Female,2.5632084936700985,3.0,4.0,Single,2.0,1.0,22.0,0.0,1.0,2.0,131.4,Phone,E wallet,Mobile
50059,0.0,23.0,1.0,6.0,Male,2.0,4.0,3.0,Divorced,3.0,0.0,15.0,0.0,1.0,2.0,136.9,Phone,Credit Card,Mobile Phone
50060,0.0,26.0,1.0,19.0,Female,2.0,2.0,5.0,Married,2.0,0.0,11.0,1.0,1.0,3.0,144.5,Phone,Credit Card,Laptop & Accessory
50061,0.0,6.0,1.0,20.0,Female,2.519016624427609,3.0,4.0,Divorced,2.0,0.0,13.0,0.0,1.0,6.0,127.56,Phone,COD,Mobile
50062,0.0,13.0,1.0,10.0,Female,2.0,3.0,3.0,Divorced,2.0,0.0,14.0,4.251767272344111,9.0,9.0,290.33,Mobile Phone,Credit Card,Others
50063,0.0,28.0,1.0,20.0,Male,3.0,2.0,4.0,Single,9.0,0.0,11.0,0.6969601936118539,2.0,15.0,287.22,Mobile Phone,Credit Card,Others
50064,0.0,7.0,1.0,8.0,Male,2.0,4.0,3.0,Divorced,2.0,0.0,17.0,0.0,1.0,9.0,195.47,Mobile Phone,Debit Card,Laptop & Accessory
50065,0.0,24.0,1.0,9.0,Female,3.0,3.0,4.0,Single,4.0,0.0,18.0,0.0,1.111712435711416,0.0,237.34,Mobile Phone,Credit Card,Grocery
50066,0.0,25.0,1.0,6.0,Male,3.0,4.0,3.0,Divorced,1.0,0.0,15.474235212001185,1.0,11.0,9.0,299.99,Mobile Phone,Debit Card,Others
50067,0.0,6.18855847429422,1.0,15.0,Female,2.0,3.0,4.0,Single,2.0,0.0,16.0,1.0,1.0,3.0,122.79,Phone,COD,Mobile
50068,1.0,0.0,1.0,29.0,Male,2.0,4.0,3.0,Divorced,4.0,1.0,13.0,1.0,1.0,1.0,159.16,Mobile Phone,Debit Card,Laptop & Accessory
50069,0.0,8.396900118084154,1.0,13.0,Male,2.0,2.0,2.0,Married,5.0,0.0,14.0,0.0,2.0,2.0,120.89,Mobile Phone,COD,Mobile
50070,0.0,18.0,1.0,8.0,Male,3.0,4.0,2.0,Divorced,10.0,0.0,23.0,5.959765585686055,11.0,8.0,267.92,Mobile Phone,Credit Card,Grocery
50071,0.0,10.0,1.0,27.0,Male,3.0,2.0,5.0,Divorced,2.0,1.0,12.0,0.0,1.0,7.0,135.64,Phone,Debit Card,Mobile Phone
50072,0.0,8.0,1.0,8.0,Female,2.0,3.0,4.0,Single,6.0,0.0,11.0,1.0,1.0,2.0,144.25,Mobile Phone,Credit Card,Laptop & Accessory
50073,0.0,15.0,1.0,27.0,Female,2.0,3.0,3.0,Married,3.0,0.0,16.0,0.0,1.0,2.0,152.65,Mobile Phone,Credit Card,Laptop & Accessory
50074,0.0,11.0,1.0,8.0,Male,2.0,3.0,3.0,Divorced,10.0,0.0,14.0,0.0,1.0,0.0,165.53,Mobile Phone,Debit Card,Laptop & Accessory
50075,0.0,11.0,1.0,35.0,Male,2.0,3.0,2.0,Divorced,4.0,0.0,18.0,0.0,1.0,7.0,162.61,Mobile Phone,COD,Laptop & Accessory
50076,0.0,0.0,1.0,6.0,Male,2.0,4.0,5.0,Divorced,6.0,0.0,19.0,0.0,2.0,0.0,142.98,Mobile Phone,COD,Laptop & Accessory
50077,0.0,22.0,1.0,24.0,Male,3.0,3.0,2.0,Married,2.0,1.0,15.0,0.0,1.0,7.0,168.04,Mobile Phone,Debit Card,Laptop & Accessory
50078,0.0,7.0,1.0,16.0,Male,2.0,3.0,3.0,Married,2.0,1.0,17.0,2.0,2.0,0.0,138.15,Mobile Phone,Credit Card,Mobile Phone
50079,0.0,13.0,1.0,25.0,Male,2.4932247940143037,3.0,2.0,Divorced,9.0,1.0,15.0,1.0,3.0,7.0,127.41,Phone,COD,Laptop & Accessory
50080,1.0,1.0,1.0,35.0,Male,3.0,3.0,5.0,Divorced,8.0,1.0,19.0,0.0,1.0,0.0,166.73,Mobile Phone,Credit Card,Laptop & Accessory
50081,1.0,0.0,3.0,33.0,Female,2.0,3.0,2.0,Divorced,2.0,0.0,22.0,1.0,1.0,9.0,176.39,Mobile Phone,E wallet,Grocery
50082,0.0,0.0,1.0,14.47015596789007,Male,2.0,2.0,4.0,Married,2.0,1.0,16.0,0.0,2.0,2.0,123.28,Phone,Debit Card,Mobile
50083,0.0,5.983623556628042,1.0,24.0,Female,3.0,3.0,2.0,Single,2.0,0.0,13.0,1.0,1.0,7.0,121.53,Mobile Phone,COD,Mobile
50084,0.0,13.0,1.0,15.0,Male,3.0,4.0,2.0,Divorced,10.0,0.0,14.0,1.0,1.0,2.0,148.76,Mobile Phone,Debit Card,Laptop & Accessory
50085,0.0,19.0,1.0,6.0,Male,3.0,3.0,5.0,Married,8.0,0.0,16.0,0.0,1.0,3.0,193.96,Mobile Phone,Credit Card,Grocery
50086,1.0,0.0,3.0,10.0,Male,2.0,5.0,2.0,Divorced,2.0,0.0,11.0,7.0,9.0,8.0,204.0,Mobile Phone,Credit Card,Grocery
50087,0.0,3.0,1.0,6.0,Male,2.0,4.0,3.0,Single,2.0,0.0,22.0,2.0,5.0,8.0,184.74,Mobile Phone,Debit Card,Grocery
50088,0.0,0.0,3.0,26.0,Female,2.0,3.0,3.0,Single,2.0,0.0,14.0,1.0,1.0,7.0,199.81,Mobile Phone,Debit Card,Laptop & Accessory
50089,0.0,24.0,1.0,14.0,Male,2.0,4.0,4.0,Divorced,6.0,0.0,16.0,1.0,4.0,5.926697410078168,224.9,Mobile Phone,Debit Card,Grocery
50090,1.0,0.0,1.0,15.119921240914875,Female,2.0,3.0,5.0,Single,6.0,1.0,11.0,1.0,1.0,4.0,126.57,Phone,COD,Mobile
50091,0.0,14.0,3.0,12.0,Female,3.0,3.0,2.0,Single,4.0,1.0,18.0,0.0,0.5846857072074203,0.0,235.91000000000005,Mobile Phone,Debit Card,Grocery
50092,1.0,0.0,3.0,32.0,Female,2.0,4.0,5.0,Single,6.0,0.0,15.0,0.0,1.0,1.0,166.96,Mobile Phone,E wallet,Laptop & Accessory
50093,1.0,0.4354313812757784,1.0,6.0,Male,2.0,3.0,3.0,Single,1.0,0.0,14.0,0.0,1.0,5.0,120.58,Phone,Cash on Delivery,Mobile
50094,0.0,18.0,3.0,12.0,Female,2.0,4.0,2.0,Single,7.0,0.0,12.0,12.0,12.0,8.0,188.65,Mobile Phone,Credit Card,Grocery
50095,0.0,27.0,3.0,9.0,Female,2.0,3.0,5.0,Divorced,3.0,0.0,14.0,1.0,1.0,5.0,159.4,Mobile Phone,E wallet,Laptop & Accessory
50096,0.0,9.0,1.0,11.0,Male,3.0,3.0,4.0,Single,9.0,0.0,16.0,0.0,3.0,7.0,159.14,Mobile Phone,Debit Card,Laptop & Accessory
50097,0.0,6.0,1.0,14.677589321379193,Female,2.0,4.0,4.0,Divorced,7.0,0.0,21.0,0.0,1.0,1.0,126.22,Phone,COD,Mobile
50098,0.0,10.0,1.0,17.0,Male,2.0,3.0,2.0,Married,2.0,1.0,14.0,0.0,1.0,4.807879224967027,221.85,Mobile Phone,UPI,Grocery
50099,0.0,11.0,3.0,9.0,Male,3.0,3.0,3.0,Married,1.0,0.0,12.0,1.0,5.0,13.0,206.09,Mobile Phone,Debit Card,Grocery
50100,0.0,4.0,1.0,6.0,Male,2.0,5.0,3.0,Divorced,1.0,0.0,12.0,1.0,1.0,4.0,143.45,Mobile Phone,Credit Card,Laptop & Accessory
50101,0.0,8.62131592370749,1.0,9.0,Male,3.0,4.0,2.0,Divorced,4.0,0.0,17.0,0.0,1.0,0.0,121.77,Phone,Debit Card,Mobile
50102,0.0,10.0,3.0,10.0,Male,2.0,3.0,2.0,Married,5.0,0.0,17.0,1.0,5.0,8.0,0.0,Mobile Phone,E wallet,Mobile Phone
50103,0.0,2.0,3.0,6.0,Female,2.0,3.0,2.0,Divorced,2.0,0.0,14.0,4.0,4.0,1.0,179.18,Mobile Phone,Credit Card,Grocery
50104,0.0,8.0,3.0,6.0,Female,3.0,3.0,3.0,Single,2.0,0.0,14.0,1.0,1.0,8.0,187.89,Mobile Phone,E wallet,Grocery
50105,1.0,0.0,1.0,15.976801682014598,Male,2.0,4.0,2.0,Single,2.0,1.0,13.0,0.0,1.0,1.0,123.89,Phone,COD,Mobile
50106,0.0,25.0,1.0,8.0,Female,2.0,4.0,2.0,Single,8.0,0.0,15.0,0.0,2.0,2.0,132.12,Phone,Debit Card,Mobile
50107,0.0,15.0,1.0,10.0,Male,2.0,3.0,2.0,Divorced,2.0,0.0,14.939683875700313,0.0,11.0,15.0,292.32,Mobile Phone,Cash on Delivery,Others
50108,0.0,10.903972873164914,2.0,12.0,Male,2.0,3.0,3.0,Divorced,9.0,0.0,17.0,2.0,2.0,2.0,122.67,Phone,COD,Mobile
50109,0.0,23.0,3.0,6.0,Female,3.0,3.0,2.0,Married,4.0,0.0,15.618525318767489,1.0,1.0,6.0,295.17,Mobile Phone,Credit Card,Others
50110,1.0,0.0,1.0,16.159580033916797,Male,2.0,3.0,2.0,Divorced,6.0,1.0,13.0,0.0,1.0,4.0,124.36,Phone,COD,Mobile
50111,0.0,16.0,3.0,22.0,Female,3.0,3.0,2.0,Divorced,6.0,1.0,22.0,0.0,2.6978021558835783,9.0,260.64,Mobile Phone,E wallet,Grocery
50112,1.0,0.0,1.0,8.0,Female,2.742092619511601,3.0,5.0,Divorced,8.0,0.0,20.0,1.0,1.0,7.0,127.07,Phone,Debit Card,Mobile
50113,0.0,25.0,3.0,8.0,Male,3.0,4.0,3.0,Single,2.0,1.0,18.0,7.503294170665688,15.0,12.0,290.68,Mobile Phone,Debit Card,Others
50114,0.0,5.0,3.0,10.0,Female,2.0,3.0,4.0,Divorced,3.0,0.0,11.0,1.0,1.0,2.0,139.31,Phone,Debit Card,Mobile Phone
50115,1.0,0.0,1.0,6.0,Male,3.0,4.0,3.0,Single,1.0,1.0,14.0,1.0,1.0,2.0,137.3,Phone,Debit Card,Mobile Phone
50116,0.0,10.343090070515288,1.0,6.0,Female,3.0,3.0,3.0,Married,8.0,0.0,14.0,0.0,1.0,2.0,122.32,Phone,COD,Mobile
50117,0.0,5.0,3.0,32.0,Male,3.0,3.0,2.0,Divorced,1.0,0.0,18.0,1.0,2.0,2.0,144.65,Mobile Phone,E wallet,Laptop & Accessory
50118,0.0,14.0,1.0,25.0,Male,2.3059459220073304,3.0,5.0,Married,3.0,0.0,16.0,1.0,1.0,0.0,130.72,Phone,Debit Card,Laptop & Accessory
50119,0.0,13.0,1.0,30.0,Male,3.0,3.0,2.0,Married,2.0,0.0,17.0,2.0,4.0,7.0,133.19,Phone,COD,Laptop & Accessory
50120,0.0,18.0,1.0,6.0,Male,3.0,2.0,2.0,Divorced,1.0,0.0,15.434714864238812,1.0,1.0,7.0,292.02,Mobile Phone,UPI,Others
50121,0.0,4.0,1.0,9.0,Male,3.0,3.0,3.0,Married,10.0,0.0,12.0,1.0,1.9015833114417564,2.0,236.75,Mobile Phone,Credit Card,Grocery
50122,0.0,6.0,1.0,11.0,Female,2.5391646127579177,4.0,2.0,Divorced,2.0,0.0,13.0,0.0,1.0,2.0,129.11,Phone,Debit Card,Mobile
50123,0.0,7.0,1.0,8.0,Male,2.0,4.0,5.0,Divorced,7.0,0.0,13.0,0.0,5.0,9.0,159.57,Mobile Phone,Debit Card,Laptop & Accessory
50124,0.0,10.0,1.0,6.0,Female,2.0,4.0,5.0,Divorced,3.0,0.0,14.0,1.0,1.0,2.0,139.2,Phone,Credit Card,Mobile Phone
50125,0.0,18.0,1.0,13.0,Male,3.0,2.0,3.0,Divorced,5.0,0.0,17.0,0.0,1.0,2.0,164.34,Mobile Phone,Debit Card,Laptop & Accessory
50126,1.0,0.0,1.0,16.0,Male,3.0,3.0,3.0,Married,7.0,0.0,11.0,1.0,1.0,0.0,200.48,Mobile Phone,Credit Card,Grocery
50127,0.0,12.0,1.0,8.0,Female,3.0,3.0,3.0,Single,1.0,0.0,25.0,10.0,11.0,10.245635197517204,209.38,Mobile Phone,Cash on Delivery,Grocery
50128,0.0,2.0,1.0,14.39686414156992,Male,2.0,3.0,2.0,Single,2.0,0.0,19.0,0.0,1.0,5.0,123.4,Phone,Debit Card,Mobile
50129,0.0,15.0,1.0,23.0,Female,2.0,2.0,5.0,Single,4.0,1.0,13.0,0.0,1.0,2.0,165.45,Mobile Phone,Debit Card,Laptop & Accessory
50130,0.0,2.0,3.0,26.0,Male,2.0,3.0,2.0,Married,3.0,0.0,14.0,1.0,1.0,2.0,169.31,Mobile Phone,E wallet,Laptop & Accessory
50131,0.0,0.0,1.0,6.0,Female,3.0,3.0,3.0,Divorced,1.0,0.0,12.0,1.0,1.0,2.0,148.98,Phone,Debit Card,Laptop & Accessory
50132,0.0,15.0,1.0,14.385735743086537,Female,2.0,4.0,5.0,Married,1.0,1.0,11.0,4.0,7.0,8.0,125.93,Phone,COD,Mobile
50133,0.0,13.0,1.0,8.0,Male,2.0,3.0,3.0,Married,1.0,0.0,15.24213332838913,0.0,3.0,9.0,294.36,Mobile Phone,Credit Card,Others
50134,0.0,24.0,1.0,6.0,Male,2.329247872212087,3.0,2.0,Divorced,2.0,0.0,11.0,1.0,1.0,0.0,127.23,Phone,Debit Card,Mobile
50135,1.0,0.0,1.0,35.0,Male,3.0,4.0,4.0,Single,1.0,0.0,11.0,1.0,1.0,4.0,134.79,Mobile Phone,COD,Mobile
50136,0.0,5.0,1.0,13.0,Male,2.4733022571052343,2.0,4.0,Divorced,2.0,0.0,20.0,0.0,1.0,3.0,127.94,Mobile Phone,Debit Card,Mobile
50137,0.0,11.0,3.0,8.0,Male,2.0,4.0,2.0,Divorced,4.0,0.0,18.0,6.0,7.0,5.0,152.49,Mobile Phone,Debit Card,Laptop & Accessory
50138,0.0,11.57411978196586,1.0,8.0,Male,2.0,4.0,5.0,Single,5.0,0.0,13.0,0.0,1.0,4.0,121.76,Phone,Cash on Delivery,Laptop & Accessory
50139,0.0,19.0,3.0,8.0,Female,3.0,5.0,4.0,Divorced,4.0,1.0,12.0,3.8712436594326767,7.0,7.0,268.72,Mobile Phone,Cash on Delivery,Grocery
50140,1.0,0.0,1.0,8.0,Male,3.0,3.0,3.0,Single,3.0,0.0,11.0,1.0,1.0,0.0,134.85,Phone,Debit Card,Mobile
50141,0.0,2.0,3.0,8.0,Male,3.0,4.0,4.0,Divorced,3.0,0.0,19.0,0.0,1.0,0.0,166.44,Mobile Phone,Credit Card,Laptop & Accessory
50142,0.0,4.0,1.0,29.0,Male,3.0,4.0,2.0,Divorced,1.0,0.0,21.0,1.0,7.0,8.0,155.82,Mobile Phone,Credit Card,Laptop & Accessory
50143,0.0,0.0,1.0,11.0,Male,2.0,2.0,5.0,Married,2.0,0.0,12.0,1.0,1.0,5.0,140.0,Mobile Phone,Debit Card,Laptop & Accessory
50144,0.0,18.0,1.0,26.0,Male,3.0,3.0,2.0,Divorced,1.0,1.0,14.0,0.0,3.23722433624766,10.0,234.96,Mobile Phone,Credit Card,Grocery
50145,0.0,9.0,1.0,12.0,Male,2.0,3.0,2.0,Divorced,1.0,0.0,11.0,4.0,10.0,11.0,132.1,Phone,Debit Card,Mobile
50146,0.0,28.0,1.0,6.0,Male,2.0,3.0,5.0,Single,1.0,1.0,14.0,1.5833390572656376,4.0,13.0,290.45,Mobile Phone,Credit Card,Others
50147,1.0,10.0,1.0,35.0,Male,2.0,3.0,4.0,Divorced,2.0,1.0,12.0,5.0,9.0,8.381890563896484,218.49,Mobile Phone,Debit Card,Grocery
50148,0.0,6.801067951577114,1.0,15.0,Male,3.0,3.0,2.0,Divorced,2.0,0.0,23.0,1.0,1.0,4.0,120.7,Phone,COD,Mobile
50149,0.0,10.0,3.0,12.0,Male,3.0,3.0,2.0,Divorced,5.0,0.0,14.0,0.0,1.0,1.0,165.02,Mobile Phone,Credit Card,Laptop & Accessory
50150,0.0,0.0,1.0,9.0,Male,3.0,4.0,3.0,Single,2.0,0.0,17.0,1.0,1.0,0.0,132.3,Phone,COD,Mobile
50151,0.0,10.0,1.0,6.0,Female,0.0,3.0,2.0,Married,3.0,1.0,18.0,0.0,1.31929090653348,2.0,236.03,Mobile Phone,Credit Card,Grocery
50152,0.0,2.0,1.0,28.0,Female,3.0,2.0,4.0,Married,8.0,0.0,18.0,5.0,6.0,6.975689057781862,219.96,Mobile Phone,Debit Card,Grocery
50153,0.0,11.0,3.0,13.0,Female,2.0,2.0,5.0,Married,2.0,1.0,24.0,0.0,7.0,7.0,156.05,Mobile Phone,Credit Card,Laptop & Accessory
50154,0.0,0.0,1.0,6.0,Female,2.0,3.0,4.0,Married,2.0,0.0,20.0,0.0,1.0,4.0,163.97,Mobile Phone,Debit Card,Laptop & Accessory
50155,0.0,23.0,1.0,10.0,Male,3.0,3.0,4.0,Married,4.0,0.0,14.0,0.436244961913155,1.0,6.0,291.44,Mobile Phone,Debit Card,Others
50156,0.0,26.0,1.0,9.0,Male,2.0,3.0,3.0,Divorced,4.0,1.0,16.0,0.5815707544668554,1.0,3.0,275.84,Mobile Phone,Credit Card,Grocery
50157,0.0,15.0,3.0,6.0,Male,2.0,3.0,3.0,Divorced,2.0,0.0,25.0,4.0,11.0,6.0,149.07,Phone,Debit Card,Laptop & Accessory
50158,0.0,2.0,3.0,8.0,Male,2.0,3.0,2.0,Single,2.0,0.0,18.0,0.0,1.0,9.0,145.54,Mobile Phone,Debit Card,Laptop & Accessory
